SNo,Symbol,Confidence,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,PrevClose,Turnover,Transactions,Diff,Range,ChangePercent,RangePercent,VWAP %,Weeks52High,Weeks52Low,Date,Days120,Days180
257,UPPER,54.16,474.0,504.3,461.0,473.0,473.0,0.0,0.0,477.99,129093.0,469.0,61705701.2,882,4.0,43.3,0.85,9.39,-1.06,781.3,354.0,2023-01-01,,
249,UPPER,48.49,478.0,478.0,455.0,471.0,471.0,0.0,0.0,471.22,77641.0,473.0,36585638.6,517,-2.0,23.0,-0.42,5.05,-0.05,781.3,354.0,2023-01-02,,
253,UPPER,46.86,475.0,480.0,466.5,469.0,469.0,0.0,0.0,472.8,57746.0,471.0,27302263.9,392,-2.0,13.5,-0.42,2.89,-0.81,781.3,354.0,2023-01-03,,
254,UPPER,46.52,468.0,481.0,465.0,474.0,474.0,0.0,0.0,474.16,70745.0,469.0,33544725.8,408,5.0,16.0,1.07,3.44,-0.03,781.3,354.0,2023-01-04,,
255,UPPER,52.76,483.4,498.0,481.0,485.0,485.0,0.0,0.0,486.9,157476.0,474.0,76674737.8,703,11.0,17.0,2.32,3.53,-0.39,781.3,354.0,2023-01-05,,
255,UPPER,55.08,490.0,520.0,480.0,508.0,508.0,0.0,0.0,507.08,267484.0,485.0,135636635.9,980,23.0,40.0,4.74,8.33,0.18,781.3,354.0,2023-01-08,,
253,UPPER,56.52,508.0,544.0,508.0,538.1,538.1,0.0,0.0,529.51,171000.0,508.0,90546577.0,1031,30.1,36.0,5.93,7.09,1.6,781.3,354.0,2023-01-09,,
250,UPPER,57.18,548.7,581.4,535.0,544.0,544.0,0.0,0.0,555.94,277512.0,538.1,154280402.3,1529,5.9,46.4,1.1,8.67,-2.2,781.3,354.0,2023-01-10,,
248,UPPER,55.29,553.0,576.0,536.0,543.0,543.0,0.0,0.0,549.2,233977.0,544.0,128499923.1,1324,-1.0,40.0,-0.18,7.46,-1.14,781.3,354.0,2023-01-12,,
246,UPPER,53.17,550.0,569.0,532.0,568.0,568.0,0.0,0.0,555.8,204818.0,543.0,113838159.5,1202,25.0,37.0,4.6,6.95,2.15,781.3,354.0,2023-01-17,,
244,UPPER,50.01,557.1,590.0,557.1,567.0,567.0,0.0,0.0,573.37,169705.0,568.0,97303513.6,878,-1.0,32.9,-0.18,5.91,-1.12,781.3,354.0,2023-01-18,,
242,UPPER,47.64,562.0,572.0,560.0,564.5,564.5,0.0,0.0,566.06,100060.0,567.0,56640313.6,594,-2.5,12.0,-0.44,2.14,-0.28,781.3,354.0,2023-01-19,,
253,UPPER,45.68,567.0,569.0,550.0,551.0,551.0,0.0,0.0,560.15,137872.0,564.5,77228974.9,722,-13.5,19.0,-2.39,3.45,-1.66,781.3,354.0,2023-01-23,,
244,UPPER,46.01,546.0,566.1,538.0,566.1,566.1,0.0,0.0,548.95,166931.0,551.0,91636123.1,846,15.1,28.1,2.74,5.22,3.03,781.3,354.0,2023-01-24,,
257,UPPER,45.03,576.0,577.0,555.0,557.0,557.0,0.0,0.0,563.25,123806.0,566.1,69734269.2,555,-9.1,22.0,-1.61,3.96,-1.12,781.3,354.0,2023-01-25,,
250,UPPER,41.81,564.0,564.0,547.0,548.7,548.7,0.0,0.0,552.66,63121.0,557.0,34884303.6,385,-8.3,17.0,-1.49,3.11,-0.72,781.3,354.0,2023-01-26,,
263,UPPER,41.79,548.7,549.9,535.1,537.0,537.0,0.0,0.0,542.45,97998.0,548.7,53159032.2,524,-11.7,14.8,-2.13,2.77,-1.01,781.3,354.0,2023-01-29,,
252,UPPER,40.59,537.0,547.0,521.0,522.0,522.0,0.0,0.0,532.61,175726.0,537.0,93592888.1,670,-15.0,26.0,-2.79,4.99,-2.03,781.3,354.0,2023-01-30,,
255,UPPER,35.25,515.0,529.0,510.0,512.0,512.0,0.0,0.0,516.72,87208.0,522.0,45062009.7,637,-10.0,19.0,-1.92,3.73,-0.92,781.3,354.0,2023-01-31,,
257,UPPER,34.82,505.0,517.9,503.1,511.9,511.9,0.0,0.0,511.15,39750.0,512.0,20318284.7,332,-0.1,14.8,-0.02,2.94,0.15,781.3,354.0,2023-02-01,,
253,UPPER,32.96,512.0,516.0,492.2,493.0,493.0,0.0,0.0,500.67,60346.0,511.9,30213556.2,431,-18.9,23.8,-3.69,4.84,-1.56,781.3,354.0,2023-02-02,,
254,UPPER,33.68,495.0,508.0,493.0,498.1,498.1,0.0,0.0,499.91,84638.0,493.0,42311257.0,493,5.1,15.0,1.03,3.04,-0.36,777.0,354.0,2023-02-05,,
255,UPPER,34.69,490.3,514.0,490.3,510.0,510.0,0.0,0.0,506.92,55472.0,498.1,28119910.3,378,11.9,23.7,2.39,4.83,0.6,777.0,354.0,2023-02-06,,
256,UPPER,44.85,515.0,533.0,511.0,533.0,533.0,0.0,0.0,526.6,102223.0,510.0,53830311.6,708,23.0,22.0,4.51,4.31,1.2,777.0,354.0,2023-02-07,,
253,UPPER,54.82,530.0,540.6,519.0,520.0,520.0,0.0,0.0,528.37,92244.0,533.0,48738805.2,564,-13.0,21.6,-2.44,4.16,-1.61,777.0,354.0,2023-02-08,,
253,UPPER,48.93,519.0,527.0,515.0,526.0,526.0,0.0,0.0,520.87,49745.0,520.0,25910882.9,341,6.0,12.0,1.15,2.33,0.97,725.0,354.0,2023-02-09,,
250,UPPER,42.28,515.5,515.5,495.0,497.0,497.0,0.0,0.0,501.89,154636.0,526.0,77610629.9,955,-29.0,20.5,-5.51,4.14,-0.98,690.9,354.0,2023-02-12,,
252,UPPER,29.69,494.1,500.0,485.0,486.2,486.2,0.0,0.0,489.49,52562.0,497.0,25728457.1,404,-10.8,15.0,-2.17,3.09,-0.68,677.0,354.0,2023-02-14,,
252,UPPER,33.77,483.3,495.0,475.0,476.0,476.0,0.0,0.0,481.11,62052.0,486.2,29854037.3,495,-10.2,20.0,-2.1,4.21,-1.07,677.0,354.0,2023-02-15,,
252,UPPER,33.75,480.0,483.0,468.1,469.0,469.0,0.0,0.0,472.27,48507.0,476.0,22908522.2,409,-7.0,14.9,-1.47,3.18,-0.7,677.0,354.0,2023-02-16,,
254,UPPER,34.35,468.0,471.7,460.1,461.0,461.0,0.0,0.0,463.82,53751.0,469.0,24930976.6,374,-8.0,11.6,-1.71,2.52,-0.61,670.0,354.0,2023-02-20,,
265,UPPER,41.32,470.0,493.0,461.0,480.9,480.9,0.0,0.0,477.72,58693.0,461.0,28038756.3,439,19.9,32.0,4.32,6.94,0.66,670.0,354.0,2023-02-22,,
256,UPPER,36.61,476.0,476.0,466.1,469.0,469.0,0.0,0.0,469.6,44887.0,480.9,21078868.1,386,-11.9,9.9,-2.47,2.12,-0.13,670.0,354.0,2023-02-23,,
